property_id,is_new_construction,is_for_rent,is_subdivision,is_contingent,is_price_reduced,is_pending,is_foreclosure,is_plan,is_coming_soon,is_new_listing,year_built,baths_3qtr,sold_date,sold_price,baths_full,name,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type,list_date,list_price,status,postal_code,state,state_code,city,county,address_line,latitude,longitude,tags
9065183652,,,,,,,,,,False,1995,,2022-11-22,149900,2,,,32670,,2,,,,,3,single_family,2022-10-19T20:55:02Z,149900,sold,30540,Georgia,GA,East Ellijay,Gilmer,76 Yukon Ln,34.644114,-84.466581,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'private_backyard', 'rental_property', 'ensuite']"
6109130384,,,,,,,,,,False,1995,,2022-11-22,149900,2,,,32670,1152,2,,,,1,3,mobile,2022-10-19T20:10:04Z,149900,sold,30536,Georgia,GA,East Ellijay,Gilmer,76 Yukon Ln,34.644114,-84.466581,"['carport', 'central_air', 'community_outdoor_space', 'dishwasher', 'laundry_room', 'washer_dryer', 'single_story', 'private_backyard', 'rental_property', 'ensuite']"
9876421131,,,,,,,,,,False,,,2022-11-15,69999,,,,166835,,0,,,,,,land,2022-10-12T13:54:53Z,69999,sold,30536,Georgia,GA,East Ellijay,Gilmer,3 83A Possum Holler Rd,,,"['hill_or_mountain_view', 'river_view', 'view', 'water_view', 'waterfront', 'big_lot', 'farm', 'ranch', 'pond', 'shopping']"
5930218979,,,,,False,,,,,False,2005,,2022-11-15,279000,2,,,25700,1304,2,,,,1,3,single_family,2022-06-23T04:35:07Z,298000,sold,30540,Georgia,GA,East Ellijay,Gilmer,267 Burgess Rd,34.715709,-84.510179,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'river_view', 'view', 'water_view', 'single_story', 'modern_kitchen', 'large_kitchen', 'master_suite', 'large_porch', 'groundscare']"
6020511973,,,,,,,,,,,2008,,2022-11-04,275000,2,,,2614,1262,2,,,,1,,single_family,,,sold,30536,Georgia,GA,Ellijay,Gilmer,222 Ridgehaven Trl Unit 2,34.673689,-84.471831,
6019580324,,,,,,,,,,False,2003,,2022-10-14,849000,3,,1,143312,4442,4,,,3,1,3,single_family,2022-03-29T16:56:25Z,849000,sold,30536,Georgia,GA,Ellijay,Gilmer,95 Greenfield Rdg,34.694416,-84.457283,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'fireplace', 'hardwood_floors', 'hill_or_mountain_view', 'laundry_room', 'view', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'vaulted_ceiling', 'floor_plan', 'master_suite', 'mountain_view', 'new_roof', 'views', 'groundscare']"
9347907878,,,,,False,,,,,False,2007,,2022-09-16,314000,2,,,2614,,2,townhouse,,,,2,townhomes,2022-06-24T13:54:37Z,339900,sold,30536,Georgia,GA,Ellijay,Gilmer,250 Ridgehaven Trl,34.674029,-84.471654,"['central_air', 'central_heat', 'community_outdoor_space', 'disability_features', 'dishwasher', 'laundry_room', 'garage_1_or_more', 'single_story', 'modern_kitchen', 'open_kitchen', 'fenced_yard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'groundscare', 'medicalcare', 'shopping']"
6081702651,,,,,,,,,,,2007,,2022-09-01,579000,2,,,93654,2800,2,,,,2,,single_family,,,sold,30540,Georgia,GA,Ellijay,Gilmer,125 Oceola Dr,34.762481,-84.518532,
9962568563,,,,,,,,,,False,,,2022-08-19,17000,,,,32234,,0,,,,,,land,2022-07-26T13:54:36Z,17300,sold,30540,Georgia,GA,East Ellijay,Gilmer,L224R Foxhound Dr Lot 224R,,,"['basement', 'big_lot', 'park']"
6418994189,,,,,,,,,,,1930,,2022-08-01,150000,,,,8712,0,,,,,0,,commercial,,,sold,30540,Georgia,GA,East Ellijay,Gilmer,34 E Oak St,34.684245,-84.472333,
5380471795,,,,,,,,,,False,1997,,2022-07-21,268500,3,,,16553,1840,3,,,,,3,single_family,2022-06-10T21:54:42Z,275000,sold,30540,Georgia,GA,Ellijay,Gilmer,125 Holly Ridge Ln,34.685154,-84.468322,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'laundry_room', 'recreation_facilities', 'basement', 'garage_1_or_more', 'single_story', 'updated_kitchen', 'master_bedroom', 'rental_property', 'ensuite']"
5406236043,,,,,False,,,,,False,1920,,2022-07-11,240000,1,,,603306,1000,1,,,,1,3,single_family,2022-04-09T04:31:33Z,285000,sold,30540,Georgia,GA,Ellijay,Gilmer,330 Walnut St,34.679047,-84.466111,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'laundry_room', 'single_story', 'rental_property', 'big_lot', 'fixer_upper']"
6109577576,,,,,,,,,,False,2012,,2022-07-08,541999,2,,1,152460,1680,3,,,,,3,single_family,2022-06-14T14:54:57Z,539999,sold,30536,Georgia,GA,East Ellijay,Gilmer,928 Bernhardt Rd,34.631458,-84.451559,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'garage_1_or_more', 'single_story', 'guest_house', 'big_lot', 'farm', 'ranch']"
5474532747,,,,,False,,,,,False,1971,,2022-06-30,350000,2,,,19166,1536,2,,,,2,2,single_family,2022-04-20T04:23:59Z,350000,sold,30540,Georgia,GA,Ellijay,Gilmer,27 Laurel Ln,34.702395,-84.312618,"['central_air', 'community_clubhouse', 'community_security_features', 'corner_lot', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'basketball_court', 'rental_property', 'tennis', 'basketball', 'trails', 'lake', 'shopping']"
5174969932,,,,,,,,,,False,2004,,2022-06-10,408000,2,,,30492,2600,2,,,,3,2,single_family,2022-05-11T03:53:03Z,399999,sold,30540,Georgia,GA,Ellijay,Gilmer,65 Weoka Ct,34.767302,-84.430839,"['central_air', 'central_heat', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'hardwood_floors', 'hill_or_mountain_view', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'rental_property', 'mountain_view', 'golf_course', 'views']"
9424648519,,,,,,,,,,,,,2022-06-02,351000,,,,3920,0,,,,,0,,single_family,,,sold,30540,Georgia,GA,Ellijay,Gilmer,185 Highlands Hill Dr,34.65082,-84.489385,
